	category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat_lon
551	Local	Italy	IT	Italian	it	faenzanotizie	European Union	General News	Faenza Notizie	webnews	http://www.faenzanotizie.it/	(42.6384261, 12.674297)
552	National	Uganda	UG	English	en	statehouse-ug	Africa	General News	State House of Uganda	webnews	http://www.statehouse.go.ug/	(1.5333554, 32.2166578)
553	National	Norway	NO	Norwegian	no	syslagronn	Europe Other	General News	Sysla Gronn	webnews	http://syslagronn.no/	(60.5000209, 9.0999715)
554	National	Brazil	BR	English	en	riotimesonline	South America	General News	The Rio Times	webnews	http://riotimesonline.com/	(-22.9290472, -47.057181)
555	National	Ireland	IE	English	en	irishtechnews	European Union	General News	Irish Tech News	webnews	https://irishtechnews.ie/	(52.865196, -7.9794599)
556	National	USA	US	English	en	ans	North America	General News	ans	webnews	https://www.ans.org/	(38.93077495, -76.9732889261548)
557	Regional	Netherlands	NL	Dutch	nl	anp	European Union	General News	ANP	webnews	http://www.anp.nl/	(12.498754049999999, -69.94736774855627)
558	National	United Kingdom	GB	English	en	cardiff	Europe Other	General News	cardiff	webnews	https://www.cardiff.ac.uk/	(51.4816546, -3.1791934)
559	National	Cyprus	CY	Modern Greek (1453-)	el	pio-gov-cy	European Union	General News	PIO	webnews	https://www.pio.gov.cy/	(34.9823018, 33.1451285)
560	National	Slovakia	SK	Slovak	sk	omediach	European Union	General News	O médiach	webnews	https://www.omediach.com/	(48.7411522, 19.4528646)
561	National	Australia	AU	English	en	armamentresearch	Oceania	General News	armamentresearch	webnews	https://armamentresearch.com/	(-24.7761086, 134.755)
562	National	Iran	IR	Arabic	ar	almayadeen	Middle East	General News	Al-Mayadine	webnews	http://www.almayadeen.net/	(32.6475314, 54.5643516)
563	National	Myanmar	MM	English	en	irrawaddy.com	Asia	General News	Irrawaddy	webnews	https://www.irrawaddy.com/	(20.3142558, 94.9191074)
564	International	USA	US	English	en	oliveoiltimes	North America	General News	Olive Oil Times	webnews	https://www.oliveoiltimes.com/	(39.7837304, -100.4458825)
565	National	USA	US	Spanish	es	cnnespanol	North America	General News	CNN en Español	webnews	http://cnnespanol.cnn.com/	(39.7837304, -100.4458825)
566	National	France	FR	French	fr	notretemps	European Union	General News	notretemps	webnews	https://www.notretemps.com/	(46.603354, 1.8883335)
567	Regional	Portugal	PT	Portuguese	pt	cidadehoje	European Union	General News	Cidade Hoje	webnews	https://cidadehoje.pt/	(40.0332629, -7.8896263)
568	National	Estonia	EE	Estonian	et	le-ee	European Union	General News	Lääne Elu	webnews	http://online.le.ee/	(58.94267655, 23.539583832830257)
569	National	USA	US	English	en	waste-management-world	North America	General News	Waste Management World	webnews	https://waste-management-world.com/	(39.7837304, -100.4458825)
570	National	Israel	IL	Hebrew	he	walla	Middle East	General News	walla	webnews	http://news.walla.co.il/	(31.5313113, 34.8667654)
571	National	Switzerland	CH	German	de	tagesanzeiger	Europe Other	General News	Tages Anzeiger	webnews	http://www.tagesanzeiger.ch/	(46.7985624, 8.2319736)
572	National	Albania	AL	English	en	tiranatimes	EU Candidate	General News	Tirana Times	webnews	http://www.tiranatimes.com/	(41.3208177, 19.8128699)
573	National	Portugal	PT	Portuguese	pt	amn	European Union	General News	AUTORIDADE MARÍTIMA NACIONAL	webnews	http://www.amn.pt/Paginas/Homepage.aspx	(40.0332629, -7.8896263)
574	National	Mauritania	MR	French	fr	ami	Africa	General News	Agence Mauritanienne d'Information	webnews	http://fr.ami.mr/	(20.2540382, -9.2399263)
575	National	Ukraine	UA	Ukrainian	uk	nrcu	Europe Other	General News	nrcu	webnews	http://www.nrcu.gov.ua/	(49.4871968, 31.2718321)
576	National	Sierra Leone	SL	English	en	statehouse-sl	Africa	General News	State House - Government of The Republic of Sierra Leone	webnews	http://www.statehouse.gov.sl/	(8.6400349, -11.8400269)
577	National	Greece	GR	English	en	greekreporter	European Union	General News	Greek Reporter	webnews	http://greece.greekreporter.com/	(38.9953683, 21.9877132)
578	National	Sweden	SE	Swedish	sv	rymdstyrelsen	European Union	General News	rymdstyrelsen	webnews	http://www.rymdstyrelsen.se/	(59.6749712, 14.5208584)
579	National	Spain	ES	Spanish	es	periodistadigital	European Union	General News	Portada Periodista Digital	webnews	https://www.periodistadigital.com/	(39.3262345, -4.8380649)
580	National	Netherlands	NL	Dutch	nl	trouw	European Union	General News	Trouw	webnews	https://www.trouw.nl/	(51.5493614, 5.0784241)
581	National	Lithuania	LT	Lithuanian	lt	respublika	European Union	General News	Respublika	webnews	https://www.respublika.lt/	(55.3500003, 23.7499997)
582	National	France	FR	French	fr	gala-fr	European Union	General News	Gala	webnews	https://www.gala.fr/	(43.9153925, 0.1787508)
583	National	Sri Lanka	LK	Sinhala	si	metronews-lk	Asia	General News	Metronews	webnews	http://metronews.lk/	(7.5554942, 80.7137847)
584	National	Italy	IT	Italian	it	arpal	European Union	General News	Arpal	webnews	https://www.arpal.liguria.it/	(44.4112958, 8.8841964)
585	National	Italy	IT	Italian	it	stranieriinitalia	European Union	General News	Stranieri in Italia	webnews	http://www.stranieriinitalia.it/	(42.6384261, 12.674297)
586	National	Armenia	AM	Armenian	hy	panorama-am	Asia	General News	Panorama.am (Armenian)	webnews	http://www.panorama.am/am/?sw	(40.7696272, 44.6736646)
587	National	Albania	AL	Albanian	sq	panorama-al	EU Candidate	General News	Panorama	webnews	http://www.panorama.com.al	(41.336112150000005, 19.81041963555868)
588	National	Sri Lanka	LK	English	en	srilankaguardian	Asia	General News	Sri Lanka Guardian	webnews	http://www.srilankaguardian.org/	(7.5554942, 80.7137847)
589	Regional	Cambodia	KH	French	fr	akp	Asia	General News	Agence Kampuchea Press (french)	webnews	http://akp.gov.kh/fr	(13.5066394, 104.869423)
590	National	United Kingdom	GB	English	en	nature-neuro	Europe Other	General News	Nature - Neuroscience	webnews	https://www.nature.com/neuro/	(54.7023545, -3.2765753)
591	National	Germany	DE	German	de	h-ent	European Union	General News	Hannover entdecken	webnews	https://www.hannover-entdecken.de/	(51.0834196, 10.4234469)
592	International	Colombia	CO	English	en	insightcrime	South America	General News	Insight Crime	webnews	https://www.insightcrime.org/	(2.8894434, -73.783892)
593	National	Greece	GR	Modern Greek (1453-)	el	reader	European Union	General News	reader	webnews	https://www.reader.gr/	(38.9953683, 21.9877132)
594	National	Finland	FI	Finnish	fi	aka	European Union	General News	Tietysti	webnews	http://www.aka.fi/fi/tietysti/	(63.2467777, 25.9209164)
595	National	USA	US	English	en	medium	North America	General News	migration NGO - Medium	webnews	https://medium.com/	(39.7837304, -100.4458825)
596	National	Japan	JP	English	en	ajw	Asia	General News	AJW	webnews	http://www.asahi.com/ajw/	(36.5748441, 139.2394179)
597	National	Zimbabwe	ZW	English	en	financialgazette	Africa	General News	The Financial Gazette	webnews	http://www.financialgazette.co.zw/	(-18.4554963, 29.7468414)
598	National	Italy	IT	Italian	it	oggisalute	European Union	General News	Giornale di Salute e benessere, notizie di medicina,news sulla cura e prevenzione del malato	webnews	http://www.oggisalute.it/	(42.6384261, 12.674297)
599	National	USA	US	English	en	apa-org	North America	General News	American Psychological Association	webnews	https://www.apa.org/news/psycport	(39.7837304, -100.4458825)
600	National	Germany	DE	German	de	polizei-niedersachsen	European Union	General News	Polizei Niedersachsen	webnews	https://www.polizei-nds.de/portal/	(52.3374306, 9.7175848)
601	International	USA	US	English	en	oxfam	North America	General News	Oxford International	webnews	https://www.oxfam.org/en	(39.7837304, -100.4458825)
602	National	Turkey	TR	Turkish	tr	yenisafak	EU Candidate	General News	Yeni Safak	webnews	http://yenisafak.com.tr/	(37.889478499999996, 41.14052209541347)
603	National	Guatemala	GT	Spanish	es	movimientoprojusticia	Central America	General News	Movimiento Pro Justicia	webnews	http://www.movimientoprojusticia.org.gt/index.php	(15.6356088, -89.8988087)
604	National	USA	US	English	en	ajc	North America	General News	Atlanta Journal-Constitution	webnews	http://www.ajc.com/	(33.92246255, -84.34636802411116)
605	National	Bulgaria	BG	Bulgarian	bg	kafene	European Union	General News	kafene	webnews	http://kafene.bg/	(42.6401197, 24.3575413)
606	National	Philippines	PH	English	en	bworldcom	Asia	General News	BusinessWorld Online	webnews	http://www.bworldonline.com/	(12.7503486, 122.7312101)
607	National	Brazil	BR	Portuguese	pt	otempo	South America	General News	O Tempo	webnews	http://www.otempo.com.br/	(-22.8916637, -47.0587576)
608	National	Madagascar	MG	French	fr	madagasikara	Africa	General News	Midi Madagasikara en ligne	webnews	http://www.midi-madagasikara.mg/	(-18.9249604, 46.4416422)
609	National	Slovakia	SK	Slovak	sk	dnes24	European Union	General News	Dnes 24	webnews	https://www.dnes24.sk/	(48.7266108, 21.2537991)
610	International	USA	US	English	en	wsiltv	North America	General News	WSIL	webnews	http://www.wsiltv.com/	(37.7378684, -88.5413626)
611	Regional	Spain	ES	Spanish	es	canariasahora	European Union	General News	Canarias Ahora	webnews	https://www.eldiario.es/canariasahora/	(39.3262345, -4.8380649)
612	Local	Spain	ES	Spanish	es	laopiniondemalaga	European Union	General News	La Opinión de Málaga	webnews	http://www.laopiniondemalaga.es	(39.3262345, -4.8380649)
613	National	Sweden	SE	Swedish	sv	aip	European Union	General News	Aktuellt i Politiken	webnews	https://aip.nu/	(59.6749712, 14.5208584)
614	National	Cuba	CU	Spanish	es	ain	Central America	General News	Agencia Cubana de Noticias	webnews	http://www.acn.cu/	(23.1385548, -82.3850589)
615	National	Russia	RU	Russian	ru	aif	Asia	General News	Argumenty i fakty	webnews	http://www.aif.ru	(64.6863136, 97.7453061)
616	National	USA	US	English	en	sacbee	North America	General News	sacbee	webnews	http://www.sacbee.com/	(39.7837304, -100.4458825)
617	International	France	FR	French	fr	quotidiendutourisme	European Union	General News	Le Quotidien du Tourisme, le site des professionnels du tourisme	webnews	http://www.quotidiendutourisme.com/	(46.603354, 1.8883335)
618	International	Burkina Faso	BF	English	en	aib	Africa	General News	Agence d'information du Burkina	webnews	http://www.aib.bf/	(12.0753083, -1.6880314)
619	National	Estonia	EE	Estonian	et	looming	European Union	General News	looming	webnews	http://www.looming.ee/	(58.3717742, 26.7142542)
620	National	Palestine, State of	PS	Arabic	ar	paltoday	Middle East	General News	Paltoday	webnews	https://paltoday.ps/ar/	(31.94696655, 35.27386547291496)
621	Local	Romania	RO	Hungarian	hu	szabadsag	European Union	General News	Szabadság	webnews	http://szabadsag.ro/	(46.5400322, 24.5455867)
622	National	Denmark	DK	Danish	da	dagbladet-holstebro	European Union	General News	Dagbladet Holstebro	webnews	http://dagbladet-holstebro-struer.dk/	(55.670249, 10.3333283)
623	National	Greece	GR	Modern Greek (1453-)	el	policenet	European Union	General News	National police	webnews	http://policenet.gr/	(39.5472802, 19.9122606)
624	National	France	FR	French	fr	liberte-caen	European Union	General News	Liberté Caen	webnews	https://actu.fr/liberte-caen/	(49.160708, -0.3430312)
625	National	North Macedonia	MK	Macedonian	mk	time-mk	EU Candidate	General News	time	webnews	https://time.mk	(41.9985473, 21.4253095)
626	National	Malaysia	MY	English	en	ndtvnews	Asia	General News	The PM News (NDTV)	webnews	https://www.ndtv.com/	(4.5693754, 102.2656823)
627	National	Sweden	SE	Swedish	sv	svenskamagasinet	European Union	General News	svenskamagasinet	webnews	http://www.svenskamagasinet.nu/	(59.6749712, 14.5208584)
628	National	Georgia	GE	Georgian	ka	psnews	Asia	General News	psnews	webnews	http://psnews.ge/index.php	(41.6809707, 44.0287382)
629	National	Colombia	CO	Spanish	es	elpilon	South America	General News	El Nuevo Día	webnews	https://elpilon.com.co/	(9.0929326, -73.9594806)
630	Regional	Guatemala	GT	Spanish	es	agn	Central America	General News	Agencia Guatemalteca de Noticias	webnews	https://agn.com.gt/	(15.6356088, -89.8988087)
631	National	Bulgaria	BG	Bulgarian	bg	novinitem	European Union	General News	novinitem	webnews	http://novinitem.com/	(42.6073975, 25.4856617)
632	National	Nicaragua	NI	Spanish	es	pddh-ni	Central America	General News	pddh	webnews	http://www.pddh.gob.ni/	(12.6090157, -85.2936911)
633	International	Italy	IT	Italian	it	agi	European Union	General News	Agi News	webnews	https://www.agi.it/	(42.6384261, 12.674297)
634	National	Peru	PE	Spanish	es	defensoria-pe	South America	General News	Defensoría del Pueblo	webnews	https://www.defensoria.gob.pe/	(-12.0490844, -77.0295055)
635	National	Netherlands	NL	Dutch	nl	agf	European Union	General News	AGF	webnews	http://www.agf.nl/	(52.3550893, 4.8260396)
636	National	Kyrgyzstan	KG	Russian	ru	inozpress	Asia	General News	Ino Zpress	webnews	http://inozpress.kg/	(41.5089324, 74.724091)
637	National	Mexico	MX	Spanish	es	elmanana-mx	North America	General News	El Mañana	webnews	http://www.elmanana.com.mx/	(18.9437037, -99.2567234)
638	National	Haiti	HT	French	fr	haitilibre	Central America	General News	HaitiLibre	webnews	http://www.haitilibre.com/	(19.1399952, -72.3570972)
639	International	France	FR	French	fr	afp	European Union	General News	AFP - Agence France Presse (French)	webnews	https://www.afp.com/	(46.603354, 1.8883335)
640	National	Belarus	BY	Russian	ru	afn	Europe Other	General News	afn	webnews	http://www.afn.by/	(53.4250605, 27.6971358)
641	National	Argentina	AR	Spanish	es	on24	South America	General News	on24	webnews	http://www.on24.com.ar/	(-34.9964963, -64.9672817)
642	National	Uruguay	UY	Spanish	es	republica-UY	South America	General News	Diario La República	webnews	http://www.republica.com.uy/	(-32.8755548, -56.0201525)
643	National	Lebanon	LB	Arabic	ar	aliwaa	Middle East	General News	aliwaa	webnews	http://www.aliwaa.com/	(33.8750629, 35.843409)
644	National	Russia	RU	Russian	ru	1prime	Asia	General News	Prime	webnews	http://www.1prime.ru/	(55.7540057, 37.6615797)
645	National	Guinea	GN	French	fr	kababachir	Africa	General News	Kaba Bachir	webnews	http://kababachir.com/	(10.7226226, -10.7083587)
646	Regional	Netherlands	NL	Dutch	nl	casertaweb	European Union	General News	Caserta web	webnews	https://casertaweb.com/notizie/	(52.5001698, 5.7480821)
647	National	Iran	IR	Persian	fa	isna	Middle East	General News	Iranian Students' News Agency	webnews	http://ar.isna.ir/	(32.6475314, 54.5643516)
648	National	Ireland	IE	English	en	mwir	European Union	General News	Midwest Radio Local Radio Station in Ireland(MWR)	webnews	http://www.midwestradio.ie/	(52.865196, -7.9794599)
649	National	Kyrgyzstan	KG	English	en	ca-news	Asia	General News	Central Asian News Service (English)	webnews	http://en.ca-news.org/	(41.5089324, 74.724091)
650	National	Germany	DE	German	de	sonnenseite	European Union	General News	Sonnenseite	webnews	http://www.sonnenseite.com/de/	(52.4273062, 8.6133785)
651	National	Belarus	BY	Russian	ru	zarya	Europe Other	General News	Zaria	webnews	http://www.zarya.by/	(52.65524, 30.59735)
652	National	Belgium	BE	English	en	europost	European Union	General News	europost	webnews	https://europost.eu/en	(50.6402809, 4.6667145)
653	National	Georgia	GE	Georgian	ka	timer	Asia	General News	timer	webnews	http://www.timer.ge/	(41.6809707, 44.0287382)
654	National	USA	US	English	en	motherearthnews	North America	General News	Mother Earth News	webnews	http://www.motherearthnews.com/	(39.7837304, -100.4458825)
655	National	Sweden	SE	Swedish	sv	skattebetalarna	European Union	General News	skattebetalarna	webnews	http://www.skattebetalarna.se/	(59.6749712, 14.5208584)
656	National	Cyprus	CY	Modern Greek (1453-)	el	stockwatch	European Union	General News	stockwatch	webnews	http://www.stockwatch.com.cy/nqcontent.cfm?tt=article&a_id=1	(34.9823018, 33.1451285)
657	National	Argentina	AR	Spanish	es	poderciudadano	South America	General News	Poder Ciudadano	webnews	http://poderciudadano.org/	(-34.9964963, -64.9672817)
658	National	Georgia	GE	English	en	cominf	Asia	General News	cominf	webnews	http://cominf.org/en/news	(41.6809707, 44.0287382)
659	National	USA	US	English	en	statnews	North America	General News	StatNews	webnews	https://www.statnews.com/	(39.7837304, -100.4458825)
